SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
Redfin Data,,Condo/Co-op,1850 N Clark St #2803,Chicago,IL,60614,359000,2,2.0,Chicago,1100,,1968,2,326,1127,Pre On-Market,,,https://www.redfin.com/IL/Chicago/1850-N-Clark-St-60614/unit-2803/home/13345202,Coming Soon,95226,N,Y,41.9162763,-87.6350284
Redfin Data,,Single Family Residential,5713 W Leland Ave,Chicago,IL,60630,399000,2,3.0,Chicago,1870,4000,1921,18,213,,Pre On-Market,,,https://www.redfin.com/IL/Chicago/5713-W-Leland-Ave-60630/home/13475219,Coming Soon,94972,N,Y,41.9657225,-87.7705157
Redfin Data,,Single Family Residential,2824 N Springfield Ave,Chicago,IL,60618,799900,7,2.5,Chicago,1900,3876,1950,93,421,,Pre On-Market,,,https://www.redfin.com/IL/Chicago/2824-N-Springfield-Ave-60618/home/13448001,Coming Soon,93627,N,Y,41.9325901,-87.7248069
MLS Listing,,Single Family Residential,3728 W Mclean Ave,Chicago,IL,60647,495000,6,3.0,CHI - Logan Square,2800,3150,,1,177,,Active,,,https://www.redfin.com/IL/Chicago/3728-W-McLean-Ave-60647/home/183682739,MRED,11903296,N,Y,41.9183598,-87.7204338
MLS Listing,,Condo/Co-op,118 N Willard Ct Unit DR2,Chicago,IL,60607,2500000,4,3.5,CHI - Near West Side,,,2023,1,,294,Active,October-7-2023 01:00 PM,October-7-2023 03:00 PM,https://www.redfin.com/IL/Chicago/118-N-Willard-Ct-60607/unit-DR2/home/187854252,MRED,11903110,N,Y,41.883562,-87.657926
MLS Listing,,Multi-Family (2-4 Unit),4138 N Clarendon Ave,Chicago,IL,60613,1125000,8,6.0,CHI - Uptown,,,1910,1,,,Active,,,https://www.redfin.com/IL/Chicago/4138-N-Clarendon-Ave-60613/home/187009964,MRED,11903372,N,Y,41.95679,-87.650001
MLS Listing,,Condo/Co-op,118 N Willard Ct #101,Chicago,IL,60607,799000,2,2.0,CHI - Near West Side,,,2023,1,,95,Active,October-7-2023 01:00 PM,October-7-2023 03:00 PM,https://www.redfin.com/IL/Chicago/118-N-Willard-Ct-60607/unit-101/home/187854165,MRED,11903078,N,Y,41.883562,-87.657926
MLS Listing,,Single Family Residential,8608 S Carpenter St,Chicago,IL,60620,139000,3,1.5,CHI - Auburn Gresham,1114,,1963,1,125,,Active,,,https://www.redfin.com/IL/Chicago/8608-S-Carpenter-St-60620/home/13227556,MRED,11902475,N,Y,41.7374692,-87.6500233
MLS Listing,,Single Family Residential,5345 N Neenah Ave,Chicago,IL,60656,400000,3,2.0,Union Ridge,1977,3690,1925,1,202,,Active,,,https://www.redfin.com/IL/Chicago/5345-N-Neenah-Ave-60656/home/13504795,MRED,11903024,N,Y,41.9787973,-87.7899173
MLS Listing,,Multi-Family (2-4 Unit),6742 S Morgan St,Chicago,IL,60621,159000,5,2.0,CHI - Englewood,,3920,1904,1,,,Active,,,https://www.redfin.com/IL/Chicago/6742-S-Morgan-St-60621/home/13932403,MRED,11903307,N,Y,41.7711634,-87.6497114
MLS Listing,,Single Family Residential,7419 W Birchwood Ave,Chicago,IL,60631,349000,3,1.5,CHI - Edison Park,2250,5375,1955,1,155,,Active,,,https://www.redfin.com/IL/Chicago/7419-W-Birchwood-Ave-60631/home/13651110,MRED,11903313,N,Y,42.016883,-87.8123959
MLS Listing,,Single Family Residential,8353 S May St,Chicago,IL,60620,184900,3,2.0,CHI - Auburn Gresham,1006,3750,1926,1,184,,Active,,,https://www.redfin.com/IL/Chicago/8353-S-May-St-60620/home/13229226,MRED,11903318,N,Y,41.7417066,-87.6519942
MLS Listing,,Condo/Co-op,11611 S Peoria St S #1,Chicago,IL,60643,230000,3,1.5,CHI - West Pullman,731,2520,1966,1,315,,Active,,,https://www.redfin.com/IL/Chicago/11611-S-Peoria-St-60643/unit-1/home/187853613,MRED,11903154,N,Y,41.6829011,-87.6446437
MLS Listing,,Multi-Family (2-4 Unit),5320 S Laflin St,Chicago,IL,60609,124900,4,2.0,CHI - New City,,3125,1888,1,,,Active,,,https://www.redfin.com/IL/Chicago/5320-S-Laflin-St-60609/home/187853609,MRED,11903258,N,Y,41.7970516,-87.6625316
MLS Listing,,Condo/Co-op,60 E Monroe St #5406,Chicago,IL,60603,1699555,3,3.5,CHI - Loop,2711,,2009,1,627,2136,Active,,,https://www.redfin.com/IL/Chicago/60-E-Monroe-St-60603/unit-5406/home/45512926,MRED,11902486,N,Y,41.8809978,-87.6256565
MLS Listing,,Multi-Family (2-4 Unit),1718 W Morse Ave,Chicago,IL,60626,499900,5,3.0,Rogers Park,,,1905,1,,,Active,,,https://www.redfin.com/IL/Chicago/1718-W-Morse-Ave-60626/home/22876743,MRED,11896724,N,Y,42.0079843,-87.6730819
MLS Listing,,Single Family Residential,5614 W Cornelia Ave,Chicago,IL,60634,449900,4,2.0,CHI - Portage Park,,3750,1926,1,,,Active,,,https://www.redfin.com/IL/Chicago/5614-W-Cornelia-Ave-60634/home/13464197,MRED,11903272,N,Y,41.9442584,-87.7673882
MLS Listing,,Single Family Residential,7305 W Touhy Ave,Chicago,IL,60631,625000,4,2.5,CHI - Edison Park,2152,4673,1950,1,290,,Active,,,https://www.redfin.com/IL/Chicago/7305-W-Touhy-Ave-60631/home/13637666,MRED,11902262,N,Y,42.0114239,-87.8094418
MLS Listing,,Single Family Residential,612 S Humphrey Ave,Oak Park,IL,60304,699900,4,3.5,Oak Park,,4626,1916,1,,,Active,,,https://www.redfin.com/IL/Oak-Park/612-S-Humphrey-Ave-60304/home/13252436,MRED,11900919,N,Y,41.8776941,-87.7755462
MLS Listing,,Single Family Residential,101 Wilma Pl,Park Ridge,IL,60068,820000,4,2.5,Park Ridge,4306,9927,1951,1,190,,Active,October-8-2023 12:00 PM,October-8-2023 02:00 PM,https://www.redfin.com/IL/Park-Ridge/101-Wilma-Pl-60068/home/13651902,MRED,11903241,N,Y,42.0211005,-87.8203944
MLS Listing,,Townhouse,4155 S Lowe Ave,Chicago,IL,60609,455000,3,2.5,CHI - New City,2500,,2007,1,182,,Active,,,https://www.redfin.com/IL/Chicago/4155-S-Lowe-Ave-60609/home/18920217,MRED,11903219,N,Y,41.8187248,-87.6418753
MLS Listing,,Condo/Co-op,1224 W Van Buren St #603,Chicago,IL,60607,345000,2,1.0,CHI - Near West Side,1043,,2007,1,331,599,Active,October-8-2023 02:00 PM,October-8-2023 04:00 PM,https://www.redfin.com/IL/Chicago/1224-W-Van-Buren-St-60607/unit-603/home/54515384,MRED,11903094,N,Y,41.87678,-87.6582667
MLS Listing,,Condo/Co-op,5823 N Ravenswood Ave #110,Chicago,IL,60660,469000,2,1.5,CHI - Edgewater,1600,,1940,1,293,490,Active,October-8-2023 01:00 PM,October-8-2023 03:00 PM,https://www.redfin.com/IL/Chicago/5823-N-Ravenswood-Ave-60660/unit-110/home/13405102,MRED,11892706,N,Y,41.987508,-87.6742436
MLS Listing,,Single Family Residential,,Chicago,IL,60628,190000,3,2.0,,912,3600,1955,1,208,,Active,,,https://www.redfin.com/IL/Chicago/Undisclosed-address-60628/home/13082953,MRED,11903140,N,Y,41.7041472,-87.6121926
MLS Listing,,Condo/Co-op,735 E 50th St #3,Chicago,IL,60615,400000,4,3.5,CHI - Grand Boulevard,2500,,,1,160,300,Active,October-14-2023 01:00 PM,October-14-2023 03:00 PM,https://www.redfin.com/IL/Chicago/735-E-50th-St-60615/unit-3/home/18972992,MRED,11902939,N,Y,41.8038008,-87.60741
MLS Listing,,Condo/Co-op,5200 S Ellis Ave #202,Chicago,IL,60615,160000,2,1.0,Renaissance Place,1136,,,1,141,950,Active,,,https://www.redfin.com/IL/Chicago/5200-S-Ellis-Ave-60615/unit-202/home/12711341,MRED,11883833,N,Y,41.8004111,-87.6014403
MLS Listing,,Condo/Co-op,5345 N Delphia Ave #146,Chicago,IL,60656,239900,2,1.0,CHI - O'Hare,1000,,1974,1,240,,Active,,,https://www.redfin.com/IL/Chicago/5345-N-Delphia-Ave-60656/unit-146/home/13559647,MRED,11903196,N,Y,41.976724,-87.840492
MLS Listing,,Condo/Co-op,40 E 9th St #602,Chicago,IL,60605,254000,1,1.0,Burnham Park Plaza,1028,,1915,1,247,722,Active,,,https://www.redfin.com/IL/Chicago/40-E-9th-St-60605/unit-602/home/12662195,MRED,11903149,N,Y,41.8707125,-87.6262581
MLS Listing,,Condo/Co-op,825 N Marshfield Ave #3,Chicago,IL,60622,539000,3,2.0,CHI - West Town,1800,,2001,1,299,285,Active,,,https://www.redfin.com/IL/Chicago/825-N-Marshfield-Ave-60622/unit-3/home/22866527,MRED,11903187,N,Y,41.8968397,-87.6682423
MLS Listing,,Single Family Residential,5933 W Henderson St,Chicago,IL,60634,315000,3,1.5,CHI - Portage Park,1264,4550,1954,1,249,,Active,October-8-2023 12:00 PM,October-8-2023 02:00 PM,https://www.redfin.com/IL/Chicago/5933-W-Henderson-St-60634/home/13462945,MRED,11899057,N,Y,41.9409891,-87.7751537
MLS Listing,,Condo/Co-op,8634 W Summerdale Ave Unit 1N,Chicago,IL,60656,244900,3,1.5,CHI - O'Hare,1400,,,1,175,369,Active,,,https://www.redfin.com/IL/Chicago/8634-W-Summerdale-Ave-60656/unit-1N/home/12594160,MRED,11903174,N,Y,41.9762713,-87.8430553
MLS Listing,,Single Family Residential,12605 S Wentworth Ave,Chicago,IL,60628,234999,5,2.0,CHI - West Pullman,1008,4626,1957,1,233,,Active,,,https://www.redfin.com/IL/Chicago/12605-S-Wentworth-Ave-60628/home/13054008,MRED,11903173,N,Y,41.66502,-87.6267038
MLS Listing,,Single Family Residential,3908 N Panama Ave,Chicago,IL,60634,374500,4,2.0,CHI - Dunning,1860,3720,1954,1,201,,Active,,,https://www.redfin.com/IL/Chicago/3908-N-Panama-Ave-60634/home/13546230,MRED,11903172,N,Y,41.9507501,-87.8295508
MLS Listing,,Condo/Co-op,2209 W Belmont Ave #3,Chicago,IL,60618,899900,3,2.5,CHI - North Center,2400,,2022,1,375,192,Active,October-7-2023 12:30 PM,October-7-2023 02:30 PM,https://www.redfin.com/IL/Chicago/2209-W-Belmont-Ave-60618/unit-3/home/181161405,MRED,11902673,N,Y,41.9393143,-87.6836392
MLS Listing,,Single Family Residential,12242 S Aberdeen St,Chicago,IL,60643,130000,3,1.5,CHI - West Pullman,672,5009,1955,1,193,,Active,,,https://www.redfin.com/IL/Chicago/12242-S-Aberdeen-St-60643/home/13053750,MRED,11888775,N,Y,41.6710235,-87.6492543
MLS Listing,,Condo/Co-op,650 W Wayman St #305,Chicago,IL,60661,360000,2,2.0,CHI - Near West Side,,,2007,1,,490,Active,October-7-2023 11:00 AM,October-7-2023 12:30 PM,https://www.redfin.com/IL/Chicago/650-W-Wayman-St-60661/unit-305/home/26814563,MRED,11902754,N,Y,41.8875351,-87.6447135
MLS Listing,,Condo/Co-op,1550 S Blue Island Ave #1006,Chicago,IL,60608,250000,2,1.0,University Station,,,1928,1,,712,Active,,,https://www.redfin.com/IL/Chicago/1550-S-Blue-Island-Ave-60608/unit-1006/home/26818978,MRED,11902964,N,Y,41.8606011,-87.6597314
MLS Listing,,Multi-Family (2-4 Unit),127 S Bell Ave,Chicago,IL,60612,725000,6,4.0,CHI - Near West Side,,3996,1998,1,,,Active,,,https://www.redfin.com/IL/Chicago/127-S-Bell-Ave-60612/home/187852522,MRED,11893817,N,Y,41.8791089,-87.6825298
MLS Listing,,Multi-Family (2-4 Unit),8052 S Hermitage Ave,Chicago,IL,60620,385000,4,2.0,CHI - Auburn Gresham,,3920,1929,1,,,Active,,,https://www.redfin.com/IL/Chicago/8052-S-Hermitage-Ave-60620/home/12554119,MRED,11903128,N,Y,41.7469424,-87.6673023
MLS Listing,,Condo/Co-op,235 W Van Buren St #3402,Chicago,IL,60607,360000,2,2.0,CHI - Loop,959,,2009,1,375,566,Active,,,https://www.redfin.com/IL/Chicago/235-W-Van-Buren-St-60607/unit-3402/home/113098816,MRED,11903112,N,Y,41.8765303,-87.6347529
MLS Listing,,Condo/Co-op,480 N Mcclurg Ct #817,Chicago,IL,60611,299000,1,1.0,CHI - Near North Side,781,,1991,1,383,605,Active,,,https://www.redfin.com/IL/Chicago/480-N-McClurg-Ct-60611/unit-817/home/12608075,MRED,11900662,N,Y,41.8903025,-87.6179864
MLS Listing,,Condo/Co-op,1214 N Wood St #101,Chicago,IL,60622,699000,3,2.0,CHI - West Town,2100,,2011,1,333,333,Active,October-8-2023 11:00 AM,October-8-2023 01:00 PM,https://www.redfin.com/IL/Chicago/1214-N-Wood-St-60622/unit-101/home/35629884,MRED,11902733,N,Y,41.9037507,-87.6726694
MLS Listing,,Condo/Co-op,909 W Roscoe St #3,Chicago,IL,60657,675000,3,3.0,CHI - Lake View,2624,,1999,1,257,237,Active,October-7-2023 01:00 PM,October-7-2023 03:00 PM,https://www.redfin.com/IL/Chicago/909-W-Roscoe-St-60657/unit-3/home/12772899,MRED,11901857,N,Y,41.9433235,-87.6522749
MLS Listing,,Single Family Residential,8138 S Winchester Ave,Chicago,IL,60620,314900,5,2.5,CHI - Auburn Gresham,1250,3571,1928,1,252,,Active,,,https://www.redfin.com/IL/Chicago/8138-S-Winchester-Ave-60620/home/13910224,MRED,11903095,N,Y,41.7454199,-87.6721665
MLS Listing,,Condo/Co-op,1110 N Lake Shore Dr Unit 31N,Chicago,IL,60611,435000,2,3.0,CHI - Near North Side,2500,,1970,1,174,3318,Active,,,https://www.redfin.com/IL/Chicago/1110-N-Lake-Shore-Dr-60611/unit-31N/home/14123593,MRED,11903062,N,Y,41.9028792,-87.6249697
MLS Listing,,Condo/Co-op,405 N Wabash Ave #1915,Chicago,IL,60611,244900,1,1.0,River Plaza,,,1977,1,,522,Active,,,https://www.redfin.com/IL/Chicago/405-N-Wabash-Ave-60611/unit-1915/home/14099097,MRED,11903082,N,Y,41.8897222,-87.6257722
MLS Listing,,Multi-Family (2-4 Unit),7032 S Saint Lawrence Ave,Chicago,IL,60637,75000,6,2.0,CHI - Greater Grand Crossing,,3049,,1,,,Active,,,https://www.redfin.com/IL/Chicago/7032-S-Saint-Lawrence-Ave-60637/home/13927995,MRED,11902898,N,Y,41.7665937,-87.6107084
MLS Listing,,Multi-Family (2-4 Unit),4447 W Jackson Blvd,Chicago,IL,60624,250000,6,3.0,CHI - West Garfield Park,,3125,,1,,,Active,,,https://www.redfin.com/IL/Chicago/4447-W-Jackson-Blvd-60624/home/13256554,MRED,11903069,N,Y,41.8767714,-87.7371645
MLS Listing,,Condo/Co-op,6507 S Kimbark Ave Unit 1S,Chicago,IL,60637,430000,4,3.0,CHI - Woodlawn,2800,,2009,1,154,350,Active,,,https://www.redfin.com/IL/Chicago/6507-S-Kimbark-Ave-60637/unit-1S/home/21909687,MRED,11902949,N,Y,41.7766037,-87.594234
MLS Listing,,Condo/Co-op,4434 S Calumet Ave Unit G,Chicago,IL,60653,188000,2,2.0,CHI - Grand Boulevard,1200,,1899,1,157,299,Active,,,https://www.redfin.com/IL/Chicago/4434-S-Calumet-Ave-60653/unit-G/home/12692175,MRED,11902467,N,Y,41.8137709,-87.6184653
MLS Listing,,Single Family Residential,5959 W 55th St,Chicago,IL,60638,265000,3,1.5,CHI - Garfield Ridge,1146,4485,1956,1,231,,Active,,,https://www.redfin.com/IL/Chicago/5959-W-55th-St-60638/home/14003682,MRED,11902087,N,Y,41.7923331,-87.7718512
MLS Listing,,Multi-Family (2-4 Unit),1145 W 17th St,Chicago,IL,60608,279900,5,2.0,CHI - Lower West Side,,2613,1885,1,,,Active,,,https://www.redfin.com/IL/Chicago/1145-W-17th-St-60608/home/14085909,MRED,11892996,N,Y,41.8587114,-87.655195
MLS Listing,,Condo/Co-op,1235 S Prairie Ave #905,Chicago,IL,60605,579900,2,2.0,Museum Park,1485,,2006,1,391,658,Active,,,https://www.redfin.com/IL/Chicago/1235-S-Prairie-Ave-60605/unit-905/home/18916892,MRED,11901576,N,Y,41.8661749,-87.6213375
MLS Listing,,Single Family Residential,5933 N Kenneth Ave,Chicago,IL,60646,789000,4,2.5,CHI - Forest Glen,2439,7125,1931,1,323,,Active,,,https://www.redfin.com/IL/Chicago/5933-N-Kenneth-Ave-60646/home/13514688,MRED,11891910,N,Y,41.9891202,-87.7392974
MLS Listing,,Condo/Co-op,720 W Randolph St #806,Chicago,IL,60661,460000,2,2.0,CHI - Near West Side,900,,2003,1,511,475,Active,,,https://www.redfin.com/IL/Chicago/720-W-Randolph-St-60661/unit-806/home/12681150,MRED,11897813,N,Y,41.8849545,-87.6466652
MLS Listing,,Condo/Co-op,201 E Chestnut St Unit 19B,Chicago,IL,60611,465000,2,2.0,CHI - Near North Side,1600,,1962,1,291,1118,Active,,,https://www.redfin.com/IL/Chicago/201-E-Chestnut-St-60611/unit-19B/home/178674659,MRED,11899942,N,Y,41.8981632,-87.6216074
MLS Listing,,Condo/Co-op,3150 N Lake Shore Dr Unit 19B,Chicago,IL,60657,375000,2,2.0,CHI - Lake View,1650,,1963,1,227,1136,Active,,,https://www.redfin.com/IL/Chicago/3150-N-Lake-Shore-Dr-60657/unit-19B/home/13371767,MRED,11903020,N,Y,41.9390365,-87.6385457
MLS Listing,,Multi-Family (2-4 Unit),2649 W Rice St,Chicago,IL,60622,1149000,7,7.0,CHI - Logan Square,,3125,2005,1,,,Active,,,https://www.redfin.com/IL/Chicago/2649-W-Rice-St-60622/home/13287743,MRED,11903021,N,Y,41.8963553,-87.6937616
MLS Listing,,Condo/Co-op,401 N Wabash Ave #2114,Chicago,IL,60611,250000,0,1.0,CHI - Near North Side,604,,2008,1,414,2306,Active,,,https://www.redfin.com/IL/Chicago/401-N-Wabash-Ave-60611/unit-2114/home/178673422,MRED,11901934,N,Y,41.8888012,-87.6263094
MLS Listing,,Single Family Residential,217 N Lorel Ave,Chicago,IL,60644,399900,5,3.5,CHI - Austin,3300,5039,1890,1,121,,Active,October-7-2023 11:00 AM,October-7-2023 01:00 PM,https://www.redfin.com/IL/Chicago/217-N-Lorel-Ave-60644/home/13264521,MRED,11902971,N,Y,41.8849294,-87.7586063
MLS Listing,,Condo/Co-op,1550 S Blue Island Ave #1125,Chicago,IL,60608,285000,2,2.0,CHI - Near West Side,,,1928,1,,773,Active,,,https://www.redfin.com/IL/Chicago/1550-S-Blue-Island-Ave-60608/unit-1125/home/26818887,MRED,11902057,N,Y,41.8606011,-87.6597314
MLS Listing,,Single Family Residential,4345 S Vincennes Ave,Chicago,IL,60653,515900,5,4.5,CHI - Grand Boulevard,3565,,1895,1,145,,Active,,,https://www.redfin.com/IL/Chicago/4345-S-Vincennes-Ave-60653/home/13960840,MRED,11901752,N,Y,41.8153296,-87.6137204
MLS Listing,,Single Family Residential,10122 S Green St,Chicago,IL,60643,239900,4,2.0,CHI - Washington Heights,1025,4024,1957,1,234,,Active,,,https://www.redfin.com/IL/Chicago/10122-S-Green-St-60643/home/13095395,MRED,11902966,N,Y,41.7097863,-87.6444077
MLS Listing,,Single Family Residential,6040 N Kedvale Ave,Chicago,IL,60646,635000,4,2.5,CHI - Forest Glen,2100,4125,1954,1,302,,Active,,,https://www.redfin.com/IL/Chicago/6040-N-Kedvale-Ave-60646/home/13514196,MRED,11886863,N,Y,41.9913398,-87.7327975
MLS Listing,,Condo/Co-op,1960 N Lincoln Park West #2311,Chicago,IL,60614,275000,1,1.0,CHI - Lincoln Park,,,1968,1,,805,Active,,,https://www.redfin.com/IL/Chicago/1960-N-Lincoln-Park-W-60614/unit-2311/home/13344784,MRED,11902925,N,Y,41.9180273,-87.6369341
MLS Listing,,Vacant Land,4855 W Jackson Blvd,Chicago,IL,60644,79900,,,CHI - Austin,,3095,,1,,,Active,,,https://www.redfin.com/IL/Chicago/4855-W-Jackson-Blvd-60644/home/148044512,MRED,11902174,N,Y,41.876505,-87.747254
MLS Listing,,Single Family Residential,7023 W Wrightwood Ave,Chicago,IL,60707,299900,4,2.0,CHI - Montclare,1382,4748,,1,217,,Active,,,https://www.redfin.com/IL/Chicago/7023-W-Wrightwood-Ave-60707/home/13434329,MRED,11898539,N,Y,41.9269091,-87.8018264
MLS Listing,,Multi-Family (2-4 Unit),2437 S Hamlin Ave S,Chicago,IL,60623,380000,7,3.0,CHI - South Lawndale,,,1875,1,,,Active,,,https://www.redfin.com/IL/Chicago/2437-S-Hamlin-Ave-60623/home/148044815,MRED,11902906,N,Y,41.8469236,-87.7194744
MLS Listing,,Multi-Family (2-4 Unit),8846 S Houston Ave,Chicago,IL,60617,349000,11,5.0,CHI - South Chicago,,,1902,1,,,Active,,,https://www.redfin.com/IL/Chicago/8846-S-Houston-Ave-60617/home/179647401,MRED,11883235,N,Y,41.734174,-87.550189
MLS Listing,,Multi-Family (2-4 Unit),2848 N Springfield Ave,Chicago,IL,60618,499900,7,3.0,CHI - Avondale,,3968,1928,1,,,Active,,,https://www.redfin.com/IL/Chicago/2848-N-Springfield-Ave-60618/home/13448808,MRED,11902910,N,Y,41.9332691,-87.7248032
MLS Listing,,Single Family Residential,2918 N Rutherford Ave,Chicago,IL,60634,849900,4,3.5,CHI - Montclare,,3685,2018,1,,,Active,,,https://www.redfin.com/IL/Chicago/2918-N-Rutherford-Ave-60634/home/13434464,MRED,11902881,N,Y,41.9332851,-87.7948377
MLS Listing,,Single Family Residential,5633 S Campbell Ave,Chicago,IL,60629,250000,4,2.0,CHI - Gage Park,816,3628,1922,1,306,,Active,,,https://www.redfin.com/IL/Chicago/5633-S-Campbell-Ave-60629/home/14014260,MRED,11902911,N,Y,41.7909877,-87.686144
MLS Listing,,Condo/Co-op,310 S Michigan Ave #1004,Chicago,IL,60604,399900,2,2.0,CHI - Loop,1250,,1926,1,320,1219,Active,October-7-2023 12:00 PM,October-7-2023 01:30 PM,https://www.redfin.com/IL/Chicago/310-S-Michigan-Ave-60604/unit-1004/home/39567542,MRED,11902884,N,Y,41.8778248,-87.6246019
MLS Listing,,Single Family Residential,4923 S Kolin Ave,Chicago,IL,60632,276900,2,1.5,CHI - Archer Heights,1296,3781,1943,1,214,,Active,,,https://www.redfin.com/IL/Chicago/4923-S-Kolin-Ave-60632/home/14021746,MRED,11902886,N,Y,41.8033967,-87.7318039
MLS Listing,,Condo/Co-op,189 E Lake Shore Dr Unit 1W,Chicago,IL,60611,3195000,3,4.5,CHI - Near North Side,5000,,1924,1,639,3992,Active,,,https://www.redfin.com/IL/Chicago/189-E-Lake-Shore-Dr-60611/unit-1W/home/14119901,MRED,11902868,N,Y,41.9006532,-87.6222263
MLS Listing,,Condo/Co-op,1751 W Granville Ave #2,Chicago,IL,60660,485000,3,2.0,CHI - Edgewater,,,,1,,367,Active,October-7-2023 12:00 PM,October-7-2023 02:00 PM,https://www.redfin.com/IL/Chicago/1751-W-Granville-Ave-60660/unit-2/home/12773780,MRED,11899637,N,Y,41.9941607,-87.6739211
MLS Listing,,Single Family Residential,3121 W 39th Pl,Chicago,IL,60632,269000,5,3.0,CHI - Brighton Park,,3092,1905,1,,,Active,,,https://www.redfin.com/IL/Chicago/3121-W-39th-Pl-60632/home/14039678,MRED,11902820,N,Y,41.8215342,-87.7029146
MLS Listing,,Single Family Residential,8743 S Normal Ave,Chicago,IL,60620,259000,4,2.0,CHI - Auburn Gresham,1800,,1956,1,144,,Active,,,https://www.redfin.com/IL/Chicago/8743-S-Normal-Ave-60620/home/13108021,MRED,11902843,N,Y,41.734692,-87.6360422
MLS Listing,,Condo/Co-op,1337 W Lunt Ave Unit 2L,Chicago,IL,60626,145000,1,1.0,CHI - Rogers Park,,,1928,1,,324,Active,,,https://www.redfin.com/IL/Chicago/1337-W-Lunt-Ave-60626/unit-2L/home/13569351,MRED,11902747,N,Y,42.0086988,-87.6651697
MLS Listing,,Condo/Co-op,5324 S Hyde Park Blvd #3,Chicago,IL,60615,335000,3,2.0,CHI - Hyde Park,1800,,1908,1,186,510,Active,,,https://www.redfin.com/IL/Chicago/5324-S-Hyde-Park-Blvd-60615/unit-3/home/12555025,MRED,11902860,N,Y,41.7987305,-87.584401
MLS Listing,,Single Family Residential,2315 W Lyndale St,Chicago,IL,60647,988000,3,3.5,CHI - Logan Square,2400,2400,1889,1,412,,Active,October-7-2023 11:00 AM,October-7-2023 12:30 PM,https://www.redfin.com/IL/Chicago/2315-W-Lyndale-St-60647/home/13358259,MRED,11902855,N,Y,41.9224582,-87.6858492
MLS Listing,,Single Family Residential,9310 S Eggleston Ave,Chicago,IL,60620,243000,3,1.5,CHI - Washington Heights,1050,3136,1968,1,231,,Active,,,https://www.redfin.com/IL/Chicago/9310-S-Eggleston-Ave-60620/home/13105705,MRED,11901628,N,Y,41.7248334,-87.6351221
MLS Listing,,Single Family Residential,641 N Taylor Ave,Oak Park,IL,60302,529000,3,2.5,Oak Park,1426,5985,1918,1,371,,Active,October-8-2023 11:30 AM,October-8-2023 01:30 PM,https://www.redfin.com/IL/Oak-Park/641-N-Taylor-Ave-60302/home/13275083,MRED,11891097,N,Y,41.897987,-87.7787737
MLS Listing,,Condo/Co-op,511 W Division St #304,Chicago,IL,60610,374999,2,2.0,CHI - Near North Side,1196,,2005,1,314,719,Active,,,https://www.redfin.com/IL/Chicago/511-W-Division-St-60610/unit-304/home/17179478,MRED,11902728,N,Y,41.9034956,-87.6416968
MLS Listing,,Multi-Family (5+ Unit),7304 S Union Ave,Chicago,IL,60621,319900,9,6.0,CHI - Englewood,,,1916,1,,,Active,,,https://www.redfin.com/IL/Chicago/7304-S-Union-Ave-60621/home/13917057,MRED,11894290,N,Y,41.7613439,-87.6421638
MLS Listing,,Condo/Co-op,60 E Monroe St #1708,Chicago,IL,60603,650000,2,2.0,CHI - Loop,1342,,2009,1,484,884,Active,October-8-2023 12:00 AM,October-8-2023 03:00 PM,https://www.redfin.com/IL/Chicago/60-E-Monroe-St-60603/unit-1708/home/45508263,MRED,11871351,N,Y,41.8809978,-87.6256565
MLS Listing,,Townhouse,2318 N Lakewood Ave,Chicago,IL,60614,795000,2,2.5,Lakewood Commons,1813,,1985,1,438,411,Active,October-7-2023 01:00 PM,October-7-2023 02:30 PM,https://www.redfin.com/IL/Chicago/2318-N-Lakewood-Ave-60614/home/187799813,MRED,11889049,N,Y,41.923982,-87.6610607
MLS Listing,,Multi-Family (2-4 Unit),1422 S Saint Louis Ave,Chicago,IL,60623,469900,9,6.0,CHI - North Lawndale,,4356,2009,1,,,Active,October-7-2023 12:00 PM,October-7-2023 03:00 PM,https://www.redfin.com/IL/Chicago/1422-S-Saint-Louis-Ave-60623/home/25713726,MRED,11902736,N,Y,41.861703,-87.713237
MLS Listing,,Single Family Residential,6109 N Kilbourn Ave,Chicago,IL,60646,795000,4,3.0,CHI - Forest Glen,3655,5600,1927,1,218,,Active,,,https://www.redfin.com/IL/Chicago/6109-N-Kilbourn-Ave-60646/home/13516754,MRED,11900345,N,Y,41.991399,-87.7393254
MLS Listing,,Condo/Co-op,4117 W Kamerling Ave Unit 3A,Chicago,IL,60651,159900,4,2.0,CHI - Humboldt Park,1800,,1929,1,89,605,Active,,,https://www.redfin.com/IL/Chicago/4117-W-Kamerling-Ave-60651/unit-3A/home/12716696,MRED,11898605,N,Y,41.9050738,-87.7296231
